aff_id,aff_name,country
0F866100,faculdade de direito de sao bernardo do campo,
0FBF6666,fortis healthcare,India
10044185,oklahoma state university tulsa,United States
104D0439,behr gmbh co kg,
10B248E0,national rural health alliance,
10E82BB8,the king s university,
115E2AE7,open international university of human development ukraine,Ukraine
11FDFACD,drexel university college of nursing and health professions,
1261B1F9,international university of the caribbean,Jamaica
12A101FD,northeastern seminary,United States
12B7D29B,american angus association,
131D0569,bajaj auto,
1350BDB5,petoro,Norway
13822651,secretaria da receita federal do brasil,
138C9866,north central university,United States
13A62FAF,harrison institute,
13F08A69,mtu friedrichshafen,
14070B5B,hochschule fur musik und tanz koln,Germany
146D3A73,national institute of food technology entrepreneurship and management,India
1842AD57,university of montemorelos,Mexico
215B7F28,turkiye is bankasi,
3333E44B,virginia tech,United States
3345FFC0,select portfolio servicing inc,
3350217A,friedrich miescher institute for biomedical research,
3394B1CF,nandha engineering college,
3395E6E8,epcos ag,
33D93A5F,symrise,Germany
341E22D2,china construction bank,China
3423ECAC,tenaga nasional,Malaysia
34328D3E,veer bahadur singh purvanchal university,India
34340A06,inaf,
3489749F,united overseas bank,
349634AC,im flash technologies,
3498EBB3,agco,United States
353762BA,titanium metals,United Kingdom
35910F47,irsa,India
35A1852D,sulzer,United Kingdom
36212FE8,boston university henry m goldman school of dental medicine,United States
3640F8F1,jtekt,United States
367526F2,precision castparts corp,
368AE312,foundation for economic education,United States
36A19CD1,burlington coat factory,
37572DEB,independence university,United States
3765935E,sree neelakanta government sanskrit college pattambi,
377C9D0E,calfrac well services,
379E9C01,university of minnesota school of public health,United States
37A5DD87,university of cincinnati college of engineering and applied science,
4C68AD6F,islamic development bank,Saudi Arabia
4C7450F9,national library board,Singapore
4C759BDC,german institute for economic research,Germany
4C777452,community emergency response team,
4C8126DF,kihara institute for biological research,Japan
4C99C8AE,siemens plm software,
4CC8A11F,jisan research institute,
4CD3CC33,johnson johnson pharmaceutical research and development,
4CD642F5,belfast health and social care trust,United Kingdom
4CF34932,indian ministry of environment and forests,India
4D021737,ceres inc,
4D208126,bausch lomb,
4D29BD7F,maritime and coastguard agency,United Kingdom
4D34475F,defense intelligence agency,United States
4D4EBF1A,archives museum informatics,
4D5D538F,united negro college fund,United States
4D6770F4,center for biological diversity,
4D6EFCDE,scottish agricultural science agency,United Kingdom
4D783C93,barnes jewish hospital,
4D796759,washington state office of superintendent of public instruction,United States
4D9EF4CF,fundacao de amparo a pesquisa do estado da bahia,
4DB2BC80,university at buffalo school of medicine and biomedical sciences,
4DCF2A4C,vermont agency of agriculture food and markets,United States
4DDC6D17,islamic azad university roudehen branch,Iran
4DDF7833,united states army corps of engineers,United States
4DE7C51F,north bristol nhs trust,United Kingdom
4E066FF9,american council of learned societies,United States
4E230A94,porsche,
4E283B89,karnataka state pollution control board,India
4E3792B2,united states department of labor,United States
4E42B7C6,karachi medical and dental college,Pakistan
4E4ACE3F,analytica,United States
4E5881E3,uem group,
4E63765F,australian law reform commission,Australia
4E96325F,bioware,Brazil
4EA8AE9B,torrance memorial medical center,United States
4EDD3986,bialystok university of technology,Poland
4EF02197,infinera,United States
4F063ABC,multicare health system,United States
4F19792A,national institute on drug abuse,United States
4F21352A,the feinstein institute for medical research,
4F35A283,arthritis foundation,United States
4F3EFD85,minneapolis institute of arts,United States
4F46F500,lexisnexis,
4F494EAC,national veterinary institute,Sweden
4F53E0F8,intertrust technologies corporation,
4F821145,site santa fe,Argentina
4F99F4D0,pan asia technical automotive center,
4FCBC3C4,harvard vanguard medical associates,United States
4FE01FBC,resurrection health care,United States
5002C9E3,uppsala university hospital,Sweden
500868C4,strong memorial hospital,United States
501513CC,statistical and applied mathematical sciences institute,United States
501B6986,acxiom,United States
000592E2,albany college of pharmacy and health sciences,United States
0014A048,koc university,
001FD85C,ipg photonics,
003E3226,bharathidasan university,India
0043A363,university of bergen,Norway
0044A2C7,connecticut college,United States
00452450,parke davis,United States
0048A7A0,barts and the london school of medicine and dentistry,United Kingdom
004C042A,volvo cars,
004F7F40,ostwestfalen lippe university of applied sciences,
005BC0F3,ravenshaw university,India
0060A031,morehouse school of medicine,United States
006D6F16,lille university of science and technology,
0071BECD,ecole centrale de lille,
0073CD01,university of professional studies,United States
00818482,chiba institute of technology,Japan
00907738,robert f wagner graduate school of public service,
00A7A531,oakwood university,United States
00B9369B,austin college,United States
00BBE41B,st john s college university of manitoba,Canada
00C326A2,ahmadu bello university,Nigeria
00CB8FA7,ryotokuji university,Japan
00CD3FA0,university of wisconsin sheboygan,United States
00DBF493,university of ciego de avila,
00E7CCA3,office of science and technology,
00F1CD1D,mzumbe university,Tanzania
00F8299B,bank of slovenia,Slovenia
0111189D,charles darwin trust,
01493941,arizona college of osteopathic medicine,United States
01495A81,ontario institute for studies in education,Canada
016A859A,surabaya state university,
016F28BA,konkuk university,South Korea
01779CD3,university of birmingham medical school,United Kingdom
017893CF,taiwan institute of economic research,Taiwan
018FD8A2,teletype corporation,
01AAB0FC,hhl leipzig graduate school of management,Germany
01B58323,army institute of management kolkata,
01B91D9F,unite,United States
01C6BAD4,thomas jefferson national accelerator facility,United States
01D41E86,university of western australia business school,Australia
01DF6D2D,kyungpook national university,South Korea
01E5F55D,zhejiang ocean university,China
01ECE7BC,oshima national college of maritime technology,
01EE6709,gandhara university,Pakistan
01EE9E66,lutheran theological seminary saskatoon,
01FB92A4,bezalel academy of arts and design,Israel
01FC40C5,southern new hampshire university,United States
020CC4BA,companhia energetica de sao paulo,
0226B3BC,netaji subhas institute of technology,
025D2C19,colgate university,United States
026AEE18,alvernia university,United States
0290801B,meerut college,
0295A008,university of colorado denver school of medicine,United States
02A279C2,fundacao getulio vargas,
02A523AC,international social science council,France
02A77761,colorado center for astrodynamics research,United States
02C9D4B4,eternal university,India
02D0AAD8,university of kufa,Iraq
02D7AEF5,northeast forestry university,China
02E7160F,royal naval college greenwich,
030B6040,saint joseph s university,
030ECB0D,azarbaijan shahid madani university,Iran
0329553E,ural state university of railway transport,Russia
03482BA2,air force institute of technology,United States
0360C3E5,vijaya college bangalore,
03682383,kyiv national economic university,Ukraine
0386256B,st john s university school of law,
03876FD3,adams state university,United States
03A194FC,avaya,United States
03A2C101,lesley university,United States
03B06C9D,freiberg university of mining and technology,Germany
03B80D97,university of minnesota morris,United States
03C32918,nakamura gakuen university,Japan
03C95468,institute of american indian arts,United States
03ED5B67,institute for employment studies,United Kingdom
03F265ED,cadence design systems,United States
03FD049B,centraalbureau voor schimmelcultures,
03FE7DA4,iran university of science and technology,Iran
04305847,institute of technology carlow,Ireland
04390F83,otter tail corporation,United States
04469C34,shahroud university of medical sciences,Iran
0452E4F6,lakehead university,Canada
04586B30,occidental college,United States
048AC2A9,central university of kashmir,India
04A6C74A,university american college skopje,Macedonia
04A87025,dyal singh college,
04AB6FEC,burson marsteller,
04B854A6,university of castilla la mancha,
04B93302,thaksin university,Thailand
04BC086B,tongji medical college,China
04DBD487,electronic visualization laboratory,
04EA7829,suranaree university of technology,Thailand
04F1C158,king khalid university,Saudi Arabia
04F26588,agency for healthcare research and quality,United States
04FEF040,university of genoa,Italy
051B8D1C,georgia institute of technology school of computer science,Georgia
05282E76,algoma university,Canada
052EE69C,rafsanjan university of medical sciences,Iran
0547A11C,la poste,Algeria
05525A9E,rubenstein school of environment and natural resources,
0555077C,university of puerto rico at arecibo,Puerto Rico
056016CC,university of lorraine,France
05690130,persian gulf university,Iran
0577B8FC,university of valle,Colombia
057B0E2C,unisys,United States
057C25E9,radcliffe college,
057E10DE,comsat,Pakistan
05878112,wolfson college cambridge,United Kingdom
0598E4FC,anyang university,South Korea
05A21A71,braunschweig university of technology,Germany
05A43CD3,indiana university southeast,United States
05D33BA5,action against hunger,France
05DD0DEF,notre dame law school,United States
05E24E13,commonwealth fund,United States
05E52E8F,kastamonu university,Turkey
05E66BE0,ayya nadar janaki ammal college,
05EB25A7,sirte university,Libya
05EF49CA,berea college,United States
05F11A46,elbit systems,Israel
05F4FF63,kumaraguru college of technology,
05FFD07A,bhangar mahavidyalaya,
060C87E4,south african police service,South Africa
